Hospital_ID,Hospital_Name,Address,City,State,Zip_Code,Bed_Count,Hospital_Type,Rating,Accreditation,Phone
HOSP00242,Mercy Hospital,1303 Oak Ave,Los Angeles,NC,56886,93,Trauma Center,3.5,JCI ,(555) 101-1226
HOSP00243,Lakeside Health,5406 Hill St,Houston,,43832,818,Rehabilitation,4.2,,(564) 297-2353
HOSP00244,St. Mary Medical Center,9888 Hill St,Phoenix,NC,94189,640,Specialty ,1.3,joint commission,(875) 696-3416
HOSP00245,Lakeside Health,3929 Main Ave,Chicago,,,285,Community,2.4,,(288) 640-5976
HOSP00246,Mercy Hospital,8058 Lake Ave,Houston,AZ,58207,1022,Teaching,1.8,,(255) 684-2971
HOSP00247,,4823 Elm St,,MI,35184,977,Rehabilitation,3.0,,(941) 768-1793
HOSP00248,St. Mary Medical Center,398 Main Ave,Houston,FL,49454,366,Psychiatric,1.2,DNV,(708) 178-9305
HOSP00249,Community Hospital,9685 Main Ave,Dallas,NC,20965,711,Rehabilitation,5.0,Joint Commission,(244) 565-3454
HOSP00250,Mercy Hospital,5628 Oak St,,GA,29478,413,Teaching,2.8,None,(522) 637-9453
HOSP00251,Lakeside Health,3808 Oak Ave,Los Angeles,GA,93921,1124,Psychiatric,1.5,DNV,(829) 656-3515
HOSP00252,Community Hospital,1413 Park Ave,Los Angeles,VA,83263,480,Psychiatric,2.8,JCI,(282) 794-1115
HOSP00253,Regional Medical Center,3638 Lake St,Los Angeles,MA,63536,215,Trauma Center,2.0,DNV,(513) 464-8567
HOSP00254,Metro Medical Center,6326 Oak Ave,New York,AZ,81615,766,Psychiatric,4.0,CARF,(688) 241-5219
HOSP00255,Valley View Hospital,4393 Oak Ave,,VA,84296,369,Community,2.7,DNV,(723) 737-9088
HOSP00256,Sunrise Medical ,3102 Elm St,Los Angeles,MI,43359,800,General,2.5,DNV,(540) 676-9922
HOSP00257,Lakeside Health,9185 Lake Ave,Los Angeles,CA,96619,404,General,N/A,None,(819) 656-3037
HOSP00258,Regional Medical Center,1992 Main Ave,Dallas,GA ,15989,261,Psychiatric,1.3,,(796) 117-9779
HOSP00259,Mercy Hospital,7562 Main Ave,New York,GA,51070,472,Community,4.0,joint commission,(642) 435-1786
HOSP00260,Mercy Hospital,4189 Main Ave,Chicago,WA,13072,383,General,1.4,CARF,(518) 988-5818
HOSP00261,General Hospital,4138 Main Ave,New York,NC,78500,1014,Trauma Center,2.8,,(984) 152-1174
HOSP00262,Regional Medical Center,7867 Main St,Phoenix,CA,87799,,Community,n/a,CARF,(846) 358-6045
HOSP00263,Valley View Hospital,3250 Hill Ave,Phoenix,NY,73531,814,Specialty,3.0,None,(877) 666-3248
HOSP00264,Metro Medical Center,7929 Hill St,Houston,TX,34290,1043,,4.1,JCI,(716) 211-2174
HOSP00265,General Hospital,6500 Hill Ave,Los Angeles ,NJ,31689,887,Psychiatric,2.7,CARF,(722) 593-1932
HOSP00266,Metro Medical Center,4865 Elm St,Houston,GA,85626,684,Community,2.8,CARF,(915) 202-9354
HOSP00267,Metro Medical Center,3009 Hill Ave,Phoenix,NC,50033,351,Teaching,3.6,CARF,(420) 121-6890
HOSP00268,St. Mary Medical Center,3991 Oak St,New York,NC,24301,808,Trauma Center,2.2,CARF,(447) 956-4264
HOSP00269,,2216 Elm Ave,Chicago,,51460,1186,Psychiatric,1.8,,(670) 112-7488
HOSP00270,,7505 Lake Ave,Los Angeles,MA,95299,496,Rehabilitation,3.3,DNV,(560) 721-4051
HOSP00271,Sunrise Medical,6824 Park Ave,Phoenix,,29219,1181,Specialty,3.4,,(964) 217-5159
HOSP00272,Lakeside Health,4771 Elm Ave,Phoenix,TX,82747,884,Specialty,3.2,CARF,(951) 260-6114
HOSP00273,Community Hospital,1621 Elm St,Los Angeles,OH,91836,819,Community,1.7,None,(734) 494-9504
HOSP00274,Community Hospital ,2498 Hill Ave,Houston,MA,35843,440,Trauma Center,1.9,DNV,(739) 560-9450
HOSP00275,Sunrise Medical,6142 Lake St,Los Angeles,VA,66614,294,Trauma Center,1.9,CARF,(621) 167-5266
HOSP00276,Regional Medical Center,5156 Lake St,Chicago,TX,95364,432,Rehabilitation,4.9,joint commission,(816) 593-9081
HOSP00277,REGIONAL MEDICAL CENTER,6489 Hill St,New York,NC,25582,909,Psychiatric,3.2,DNV,(281) 541-1815
HOSP00278,Metro Medical Center,5566 Hill St,Chicago,MI,18701,725,Trauma Center,2.5,CARF,(432) 421-5876
HOSP00279,Regional Medical Center ,7777 Park Ave,Chicago,MI,39846,849,Trauma Center,4.6,DNV,(786) 752-7282
HOSP00280,St. Mary Medical Center,7694 Hill St,Los Angeles,FL,99946,,Trauma Center,2.1,joint commission,(720) 839-2098
HOSP00281,Metro Medical Center,8406 Elm St,Houston,NY,59275,711,Specialty,1.1,Joint Commission,(687) 766-8561
HOSP00282,Regional Medical Center,6993 Hill Ave,Chicago,VA,50983,715,General,2.3,CARF,(888) 703-8357
HOSP00283,Mercy Hospital,8339 Park St,Los Angeles,OH,12738,1067,Trauma Center ,2.7,CARF,(693) 571-2093
HOSP00284,Lakeside Health,3523 Elm St,Chicago,OH,28877,1123,Community,4.3,None,(682) 293-3435
HOSP00285,Sunrise Medical,1389 Hill Ave,Los Angeles,NJ,34059,510,Specialty,3.9,CARF,(777) 729-4098
HOSP00286,,3419 Lake Ave,Phoenix,OH,80061,958,Community,1.7,None,
HOSP00287,Sunrise Medical,8270 Lake St,Chicago,NC,46414,460,,1.4,CARF,(371) 348-2923
HOSP00288,Mercy Hospital,9646 Main Ave,Chicago,,92023,1172,Rehabilitation,4.0,DNV,
HOSP00289,Mercy Hospital,1835 Elm Ave,Houston,GA,79794,584,Teaching,1.0,DNV ,(582) 148-5157
HOSP00290,SUNRISE MEDICAL,5565 Main St,,AZ,16477,357,Rehabilitation,,DNV,(255) 289-8769
HOSP00291,Lakeside Health,8579 Park Ave,New York,OH,93620,483,Trauma Center,2.5,None,(596) 322-2954
HOSP00292,General Hospital,4791 Park Ave,Dallas,NJ,69502,426,Community,3.9,Joint Commission,(988) 792-7180
HOSP00293,Lakeside Health,6872 Elm Ave,Chicago,IL,54696,759,Specialty,1.1,Joint Commission,(261) 387-4343
HOSP00294,Community Hospital,7188 Park Ave,Phoenix,OH,45233,797,Specialty,3.0,DNV,(968) 643-1801
HOSP00295,Valley View Hospital,3317 Hill St,Phoenix,WA,96355,,Community,3.6,CARF,(675) 333-5169
HOSP00296,St. Mary Medical Center,6057 Main St,Dallas,NC,35173,98,Teaching,1.6,CARF,(963) 435-8861
HOSP00297,Regional Medical Center,694 Main St,Chicago,NC,73177,488,Community,1.8,None,(935) 598-1476
HOSP00298,St. Mary Medical Center,8040 Elm Ave,Chicago,GA,91453,787,Trauma Center,4.6,DNV,(476) 505-8721
HOSP00299,General Hospital,4058 Park St,New York,TX,23402,,Psychiatric,3.4,DNV,(761) 765-2358
HOSP00300,Mercy Hospital,3025 Oak St,Dallas,CA,23193,148,,2.4,Joint Commission,(653) 833-9036
HOSP00301,City Health Clinic,2507 Lake St,New York,CA,22462,302,Teaching,3.6,joint commission,(901) 201-7564
HOSP00302,Valley View Hospital,5003 Oak Ave,Chicago,PA,27016,560,Teaching,4.4,,(600) 437-9694
HOSP00303,Mercy Hospital,1555 Oak Ave,New York,VA,12614,879,,3.9,,(248) 542-6513
HOSP00304,Community Hospital,8987 Hill Ave,Phoenix,IL,39953,1185,Rehabilitation,4.7,CARF,(296) 184-8002
HOSP00305,Lakeside Health,2866 Park Ave,Phoenix,OH,54523,458,Specialty ,1.4,JCI,(716) 591-3378
HOSP00306,Metro Medical Center,7215 Park Ave,Phoenix,NY,90389,436,Community,5.0,None,(416) 567-2745
HOSP00307,General Hospital,4582 Main Ave,Chicago,NJ,58059,477,Specialty,1.9,joint commission,(846) 564-3465
HOSP00308,Lakeside Health,4327 Park Ave,Los Angeles,WA,54493,1121,General,4.4,None,(893) 908-2764
HOSP00309,City Health Clinic,8347 Hill Ave,Dallas,GA,16626,369,,1.3,Joint Commission,(863) 362-4064
HOSP00310,Community Hospital,7719 Main St,Dallas,IL,88696,999,Psychiatric,3.2,,(993) 122-8317
HOSP00311,Regional Medical Center,2571 Elm Ave,Los Angeles,MI,79134,1144,Trauma Center,4.1,DNV ,(807) 979-9665
HOSP00312,General Hospital,2987 Elm Ave,Los Angeles,WA,92187,223,Psychiatric,,JCI,(562) 189-8889
HOSP00313,Sunrise Medical,8513 Hill St,Dallas,NY,83417,759,Rehabilitation,2.2,DNV,(473) 169-8978
HOSP00314,,4934 Lake Ave,Dallas,IL,80451,1181,Trauma Center,2.4,None,
HOSP00315,Sunrise Medical,7787 Oak St,Los Angeles,MA,36806,,Psychiatric,3.9,JCI,(464) 350-6724
HOSP00316,General Hospital,4452 Lake Ave,Chicago,OH,14475,472,Rehabilitation,1.7,Joint Commission ,
HOSP00317,Valley View Hospital ,4284 Oak Ave,Los Angeles,VA,35615,697,Community,2.0,JCI,(532) 987-9967
HOSP00318,Lakeside Health,4597 Main Ave,New York,VA,84577,513,Specialty,1.2,Joint Commission,(535) 805-6728
HOSP00319,Metro Medical Center,9725 Oak St,Dallas,NY ,76879,530,Community,2.4,,(234) 931-7198
HOSP00320,St. Mary Medical Center,4972 Lake St,Dallas,CA,56452,378,Specialty,1.8,DNV,(752) 430-9761
HOSP00321,Sunrise Medical,4542 Main St,Chicago,IL,70760,270,General,2.5,joint commission,(514) 768-5116
HOSP00322,General Hospital,7273 Oak St,Phoenix,GA,15586,1028,General,4.5,,(393) 919-5269
HOSP00323,City Health Clinic,8071 Main St,Houston ,NY,81605,189,Community,2.3,CARF,(695) 780-4097
HOSP00324,,6084 Park St,,NJ,44287,766,Teaching,1.1,JCI,(574) 411-3574
HOSP00325,General Hospital,1866 Elm St,New York,NY,41366,539,General,4.7,CARF,(473) 276-8653
HOSP00326,City Health Clinic,8800 Park Ave,Houston,NJ,88728,898,Psychiatric,1.6,None,(406) 149-6483
HOSP00327,Valley View Hospital,8567 Park Ave,Houston,NJ,83128,305,Rehabilitation,2.2,DNV,(485) 658-1056
HOSP00328,Lakeside Health,1421 Oak Ave,Phoenix,NY,69751,107,Community,4.6,None,(339) 279-8511
HOSP00329,General Hospital,5045 Main St,Dallas ,AZ,58165,362,Trauma Center,3.5,CARF,(553) 153-2569
HOSP00330,Valley View Hospital,4005 Elm St,New York,VA,16604,716,Specialty,,,(821) 421-7753
HOSP00331,Mercy Hospital,1493 Hill St,Houston,TX,12866,226,Specialty,3.5,DNV,(420) 464-2269
HOSP00332,General Hospital,397 Hill Ave,Chicago,IL,80653,1101,Specialty,2.1,Joint Commission ,(281) 376-4405
HOSP00333,ST. MARY MEDICAL CENTER,6285 Park Ave,New York,,78961,273,Rehabilitation,2.4,joint commission ,(740) 123-3440
HOSP00334,St. Mary Medical Center,1927 Lake Ave,New York,,37333,1161,Psychiatric,1.5,,(279) 919-1313
HOSP00335,Valley View Hospital,4636 Park Ave,,MA,33161,452,Specialty,4.3,Joint Commission,(641) 666-8892
HOSP00336,Valley View Hospital,8367 Main Ave,Dallas,NJ,67493,166,Trauma Center,3.1,,(968) 799-7116
HOSP00337,Mercy Hospital,6243 Park St,Houston,PA,11342,782,Psychiatric,2.6,joint commission,(593) 564-8597
HOSP00338,Regional Medical Center,4395 Lake St,,GA,91690,670,Teaching,1.2,,(636) 366-2523
HOSP00339,Mercy Hospital,7214 Lake Ave,Chicago,,90893,51,Psychiatric,2.1,,(771) 770-6394
HOSP00340,Community Hospital,9386 Hill Ave,,GA,54653,326,Rehabilitation,2.1,JCI,(644) 254-3297
HOSP00341,Regional Medical Center,7098 Lake St,Phoenix,,70569,827,Psychiatric,1.1,joint commission,(888) 469-6471
HOSP00342,General Hospital,6945 Park St,New York,NY,34587,101,Community ,3.4,joint commission,(901) 833-9050
HOSP00343,Mercy Hospital,707 Oak Ave,Dallas,VA,30483,820,Psychiatric,3.0,joint commission,(955) 366-2903
HOSP00344,Community Hospital,8032 Hill St,Dallas,MI,43085,207,Specialty,1.9,joint commission,(446) 897-1209
HOSP00345,Sunrise Medical,2924 Oak St,Dallas,NJ,89575,57,Teaching,1.2,JCI,(824) 441-2551
HOSP00346,Metro Medical Center,4614 Park Ave,Phoenix,NY,22119,824,Community,4.3,DNV,(715) 370-5854
HOSP00347,Lakeside Health,4616 Oak St,Phoenix,OH,99647,55,Psychiatric,2.2,Joint Commission,(307) 937-6941
HOSP00348,Regional Medical Center,8411 Elm Ave,New York,CA,16592,408,Teaching,2.7,,(588) 775-7765
HOSP00349,City Health Clinic ,2040 Elm Ave,Chicago,MI,73864,56,Specialty,4.0,,(836) 160-9923
HOSP00350,Sunrise Medical ,5895 Hill Ave,Houston,GA,13839,220,Psychiatric,1.7,DNV,(770) 220-3741
HOSP00351,Valley View Hospital,5479 Oak St,Los Angeles,NY,68144,789,,2.5,,(365) 353-3589
HOSP00352,Valley View Hospital,5563 Oak Ave,Los Angeles,WA,48489,340,Rehabilitation,2.3,None,(540) 983-3669
HOSP00353,General Hospital,6013 Lake St,New York,OH,65011,453,Psychiatric,3.0,DNV,(877) 105-3898
HOSP00354,City Health Clinic,9468 Lake Ave,New York,,45100,1071,Specialty,3.9,DNV,(527) 708-2616
HOSP00355,General Hospital,9707 Park St,Houston,NJ,28748,1120,Specialty,2.8,CARF,(228) 193-7670
HOSP00356,Valley View Hospital,632 Main Ave,Dallas,OH,31005,1062,Trauma Center,1.4,joint commission,(299) 496-5409
HOSP00357,St. Mary Medical Center,5049 Park St,Phoenix,NJ,64384,865,Community,3.8,,(218) 727-2580
HOSP00358,Mercy Hospital,5409 Park Ave,Dallas,MA,34844,82,Community,4.7,,(864) 664-7870
HOSP00359,Metro Medical Center,7975 Park Ave,Houston,GA,58656,933,Trauma Center ,1.2,None,(588) 368-1145
HOSP00360,General Hospital,2442 Main St,New York,WA,81903,334,Psychiatric,3.6,,(977) 706-6847
HOSP00361,City Health Clinic,9640 Hill Ave,Houston,NY,51525,555,Teaching,4.5,Joint Commission,(239) 529-6065
HOSP00362,Lakeside Health,1938 Hill St,New York,VA,40379,103,Psychiatric,2.7,,(531) 252-7788
HOSP00363,Regional Medical Center,5009 Main St,New York,,71853,1032,Psychiatric ,1.5,DNV,(371) 950-9354
HOSP00364,,4213 Park St,Chicago,TX,20136,841,Psychiatric,n/a,joint commission,(225) 235-1529
HOSP00365,General Hospital,1644 Main St,New York,OH ,49010,438,Teaching,1.3,joint commission,(732) 700-1366
HOSP00366,Community Hospital,1661 Elm Ave,,CA,,663,Rehabilitation,2.1,,(390) 912-3423
HOSP00367,City Health Clinic,5376 Oak Ave,Chicago,IL,90816,1077,,2.0,DNV,(253) 193-2496
HOSP00368,Regional Medical Center,7230 Main St,Phoenix,CA,42481,745,Community,3.5,joint commission,(502) 977-2294
HOSP00369,General Hospital,8305 Main St,Houston,,14280,490,General,3.1,CARF,(247) 177-4275
HOSP00370,Regional Medical Center,3243 Elm Ave,Houston,GA,35441,315,Teaching,3.2,CARF,(799) 465-3049
HOSP00371,Regional Medical Center ,2241 Park Ave,Chicago,IL,52914,593,Teaching ,1.6,,(952) 504-1419
HOSP00372,Sunrise Medical,6146 Hill St,Phoenix,VA,47529,668,Rehabilitation,2.6,,(588) 265-6808
HOSP00373,City Health Clinic,8874 Oak St,Phoenix,IL,81954,223,General,4.4,CARF,(821) 813-3774
HOSP00374,Community Hospital,7302 Hill Ave,Phoenix,AZ,,855,Community,4.9,JCI,(584) 783-8166
HOSP00375,Mercy Hospital,9676 Elm St,New York,OH,53969,491,Specialty,5.0,None,(881) 743-8038
HOSP00376,Regional Medical Center,152 Main St,,,59490,60,Trauma Center,4.1,CARF,(850) 900-1380
HOSP00377,Mercy Hospital,1291 Hill Ave,Houston,PA,23717,552,Specialty,1.3,Joint Commission,(333) 673-9232
HOSP00378,Lakeside Health,7437 Hill Ave,Los Angeles,NJ,80193,,,,Joint Commission,(451) 191-4105
HOSP00379,Valley View Hospital,6290 Elm St,Phoenix,,50248,748,Trauma Center,2.6,,(433) 151-4184
HOSP00380,General Hospital,5735 Main St,Houston,IL,23497,317,Trauma Center,3.6,,(939) 656-4660
HOSP00381,Mercy Hospital,9358 Oak St,Dallas,IL,53596,1150,Rehabilitation,N/A,DNV,(724) 769-1051
HOSP00382,Metro Medical Center,1961 Park St,New York,NC,,203,Teaching,1.8,None,(796) 510-7755
HOSP00383,Sunrise Medical,6257 Hill Ave,Chicago,NJ,98099,,Psychiatric,4.5,,(473) 416-8619
HOSP00384,City Health Clinic,3680 Park St,,NC,17629,1108,Psychiatric,n/a,DNV,(351) 261-6583
HOSP00385,Lakeside Health,3487 Hill St,Dallas,WA,47260,614,Rehabilitation,n/a,DNV,(744) 113-6700
HOSP00386,St. Mary Medical Center,8039 Main Ave,Chicago,AZ,76067,634,Psychiatric,3.1,None,(600) 226-6878
HOSP00387,Mercy Hospital,5225 Hill Ave,,FL,29197,375,Psychiatric,4.3,Joint Commission,(394) 152-6900
HOSP00388,St. Mary Medical Center,9322 Hill St,Dallas,WA,37059,80,Psychiatric,2.1,,(264) 504-7285
HOSP00389,Metro Medical Center,7056 Park Ave,Los Angeles,MA,67509,1019,Trauma Center,1.8,None,(398) 334-4885
HOSP00390,GENERAL HOSPITAL,1201 Elm St,Phoenix,MI,22277,,General,2.2,Joint Commission,(422) 134-9757
HOSP00391,Community Hospital,5907 Oak St,Chicago,AZ,51003,796,Community ,4.2,,(261) 834-8321
HOSP00392,Mercy Hospital ,6985 Lake Ave,Phoenix,CA,11394,363,General,2.3,Joint Commission,(411) 965-8757
HOSP00393,,3733 Elm Ave,Los Angeles,TX,52331,276,Teaching,2.6,Joint Commission,(588) 288-9486
HOSP00394,Mercy Hospital,6050 Elm Ave,Chicago,WA,69486,560,Rehabilitation,3.7,DNV,(865) 548-1627
HOSP00395,St. Mary Medical Center,7057 Lake St,Phoenix,WA,92720,1153,Teaching,4.1,CARF,
HOSP00396,St. Mary Medical Center,4171 Lake St,Los Angeles,CA,90220,1061,Psychiatric,2.1,Joint Commission,(866) 572-1911
HOSP00397,GENERAL HOSPITAL,1727 Lake Ave,Los Angeles,NJ ,86620,389,Trauma Center,4.1,None,(322) 361-7022
HOSP00398,,5493 Hill Ave,Dallas,OH,99546,879,Trauma Center,3.5,DNV,(673) 259-4278
HOSP00399,Metro Medical Center,3143 Oak Ave,New York,PA,83928,,General,2.3,,(807) 168-6599
HOSP00400,Lakeside Health,9060 Park Ave,Dallas,NJ,,115,,4.8,CARF,(417) 816-1734
HOSP00401,St. Mary Medical Center,3079 Oak Ave,Chicago,AZ,62789,175,Trauma Center,1.3,joint commission,(358) 380-4859
HOSP00402,General Hospital,7451 Elm Ave,New York,FL,73295,156,Rehabilitation,3.5,,(940) 680-5284
HOSP00403,Community Hospital,5332 Elm St,Phoenix,WA,67163,127,General,2.2,JCI,(796) 325-4448
HOSP00404,General Hospital,8713 Elm St,New York,NJ,78678,1112,General,2.3,CARF,(472) 478-5799
HOSP00405,St. Mary Medical Center,2607 Elm St,Dallas,TX,,1161,Rehabilitation,3.7,joint commission,(332) 393-3874
HOSP00406,General Hospital,8752 Park Ave,Los Angeles,NC,15239,287,Psychiatric,3.0,,(864) 108-6305
HOSP00407,GENERAL HOSPITAL ,5076 Hill St,New York,,87259,1153,Trauma Center,1.7,,(315) 389-6595
HOSP00408,St. Mary Medical Center,7910 Elm Ave,Chicago,TX,66903,102,Community,n/a,,(624) 950-3224
HOSP00409,Regional Medical Center,3122 Main St,New York,FL,47959,261,General,4.6,joint commission,(220) 206-9996
HOSP00410,Metro Medical Center,382 Elm St,Los Angeles,MI,72160,512,Specialty,2.3,joint commission,(262) 320-4532
HOSP00411,REGIONAL MEDICAL CENTER,8903 Park Ave,New York,PA,11826,712,Rehabilitation,1.2,joint commission,(947) 588-9263
HOSP00412,Community Hospital,2798 Hill St,Los Angeles,TX,74184,858,Rehabilitation,3.8,joint commission,(415) 396-7834
HOSP00413,St. Mary Medical Center,8143 Oak St,Dallas,,27348,603,Community,,Joint Commission,(452) 277-5340
HOSP00414,Valley View Hospital,4515 Hill St,New York,WA,35066,617,Teaching,,,(590) 925-9597
HOSP00415,Community Hospital,2982 Oak Ave,Los Angeles,OH ,84385,935,Psychiatric,4.8,DNV,(298) 835-4650
HOSP00416,Regional Medical Center,2510 Lake St,Houston,OH,57226,246,,3.4,,(460) 470-1670
HOSP00417,Community Hospital,8652 Lake St,Dallas,MA,58704,355,Community,4.7,CARF,(635) 318-8699
HOSP00418,General Hospital,7206 Lake St,Houston,WA,,,Rehabilitation,2.8,None,(689) 400-2369
HOSP00419,St. Mary Medical Center,490 Lake Ave,Dallas,FL,96904,408,,3.5,joint commission,
HOSP00420,St. Mary Medical Center,251 Main Ave,Los Angeles,,85605,1112,Rehabilitation,4.0,JCI,(454) 194-7896
HOSP00421,St. Mary Medical Center,7870 Elm Ave,Los Angeles,GA,78851,233,Teaching,3.9,DNV ,(386) 853-8341
HOSP00422,St. Mary Medical Center ,1256 Hill Ave,Dallas,TX,38505,554,Teaching,4.6,JCI,(367) 970-1648
HOSP00423,Community Hospital,8437 Main St,Chicago,CA,48407,204,Trauma Center,4.6,DNV,(520) 623-2866
HOSP00424,Regional Medical Center,5207 Lake St,Dallas,IL,63453,534,Rehabilitation,3.2,Joint Commission,(281) 666-8951
HOSP00425,Mercy Hospital,2120 Oak Ave,New York,NC,55685,251,Specialty,1.4,,(412) 279-1860
HOSP00426,Regional Medical Center,2905 Park Ave,Houston ,AZ,56917,963,Rehabilitation,4.6,joint commission,(943) 845-3888
HOSP00427,Lakeside Health,2778 Oak Ave,,NC,42003,321,Community,1.3,None,(453) 463-1802
HOSP00428,Regional Medical Center,1427 Elm St,Chicago,NJ,99941,298,General,3.5,joint commission ,(987) 512-9250
HOSP00429,COMMUNITY HOSPITAL,6267 Oak Ave,Los Angeles,,,938,Community,3.1,DNV,(383) 458-4638
HOSP00430,Lakeside Health,9022 Main St,Houston,NC,70167,775,Specialty,4.1,DNV,(534) 306-4550
HOSP00431,City Health Clinic,9770 Lake St,Houston,NY,19255,919,General,2.0,DNV,(605) 613-6896
HOSP00432,Valley View Hospital,2323 Main Ave,Chicago,TX,45364,1070,Trauma Center,N/A,,(922) 337-4725
HOSP00433,Sunrise Medical,9669 Main St,Phoenix,FL,97243,730,Teaching,4.0,DNV,(258) 390-4230
HOSP00434,Lakeside Health,8228 Park Ave,Chicago,FL ,69206,179,Teaching,3.8,Joint Commission ,
HOSP00435,Regional Medical Center,6892 Elm Ave,New York,CA,38913,1151,Specialty ,2.3,JCI,(896) 201-4074
HOSP00436,Sunrise Medical,3484 Elm St,Phoenix,IL,94659,951,Specialty,2.7,Joint Commission,(574) 820-1989
HOSP00437,Community Hospital,8162 Oak Ave,New York,PA,65761,,Specialty,1.2,Joint Commission,(847) 393-1628
HOSP00438,Community Hospital,3231 Lake Ave,Los Angeles,MI,71254,355,Rehabilitation,2.6,,(451) 484-7914
HOSP00439,Mercy Hospital,3059 Hill St,Los Angeles,TX,83072,161,Trauma Center,1.3,None,(948) 992-4135
HOSP00440,City Health Clinic,632 Oak Ave,Chicago,NY,32776,,Rehabilitation,N/A,,(830) 228-7530
HOSP00441,,9083 Park St,Los Angeles,CA,75685,73,Trauma Center,1.5,DNV,(692) 582-2382
HOSP00442,City Health Clinic,2649 Elm Ave,Los Angeles,NC,81495,780,Psychiatric,4.5,DNV,(719) 671-2767
HOSP00443,Sunrise Medical,9478 Oak St,New York,FL,31439,924,,3.0,DNV,(912) 258-4578
HOSP00444,Regional Medical Center,126 Lake St,Chicago,VA,56877,272,General,4.1,,(202) 369-6773
HOSP00445,Valley View Hospital,2117 Lake Ave,,NY,81617,,Trauma Center,1.3,,(843) 877-5022
HOSP00446,,8994 Hill Ave,Houston,GA,67539,1007,Community,4.3,DNV,(984) 585-6153
HOSP00447,St. Mary Medical Center,2024 Oak St,Chicago,NC,51969,497,Community,1.8,None,(997) 939-4215
HOSP00448,Sunrise Medical,3323 Park Ave,Chicago,PA,12246,793,Teaching,2.4,JCI,
HOSP00449,,2745 Oak Ave,Chicago,AZ,29455,,Rehabilitation,3.7,Joint Commission,(742) 944-3466
HOSP00450,Community Hospital,8853 Main St,Chicago,GA,52133,247,Specialty,,CARF,
HOSP00451,Metro Medical Center,9033 Hill St,Phoenix,CA,12623,364,General,2.0,None,(669) 430-8670
HOSP00452,Mercy Hospital ,2235 Hill St,Houston,WA,40727,734,Rehabilitation,2.1,,(441) 937-4692
HOSP00453,Metro Medical Center ,9177 Lake Ave,Los Angeles,TX,16460,610,Trauma Center,1.6,JCI,(906) 757-9601
HOSP00454,General Hospital,8034 Main St,Los Angeles,GA,42381,243,,4.1,JCI,(668) 457-2914
HOSP00455,Regional Medical Center,8892 Main St,Houston,CA,21834,970,Teaching,4.3,,(523) 430-7139
HOSP00456,Metro Medical Center,1482 Main St,Chicago,,54067,71,Rehabilitation,3.3,None,(906) 807-7208
HOSP00457,Regional Medical Center,2124 Lake Ave,Dallas,NJ,47110,1110,Teaching,4.6,Joint Commission,(725) 440-6635
HOSP00458,Metro Medical Center,7414 Elm St,Los Angeles,TX,34882,961,Trauma Center,2.8,None,(269) 564-4647
HOSP00459,,4619 Main St,Chicago,CA,34733,356,Psychiatric,2.8,DNV,(393) 979-9292
HOSP00460,Lakeside Health,283 Park Ave,Houston,AZ,,265,Community,3.9,CARF,(743) 758-9545
HOSP00461,City Health Clinic,6536 Hill Ave,,NJ,67864,401,Teaching,4.3,,(930) 347-4636
HOSP00462,Lakeside Health,2779 Hill St,Los Angeles,AZ,35775,831,Trauma Center,4.0,,(267) 775-1169
HOSP00463,Valley View Hospital,9242 Elm St,Houston,IL,27349,391,General,3.0,DNV,(958) 902-1233
HOSP00464,Lakeside Health,428 Park Ave,Phoenix,PA,16135,1141,Specialty,3.7,joint commission,(356) 743-2983
HOSP00465,Community Hospital,596 Elm St,Dallas,PA,23704,,Teaching,1.1,Joint Commission,(643) 563-3748
HOSP00466,City Health Clinic,8661 Park St,Houston,IL,88657,771,Rehabilitation,4.0,,(221) 414-4317
HOSP00467,,3977 Park Ave,Los Angeles,NY,71030,464,Psychiatric,1.2,Joint Commission,(984) 101-4516
HOSP00468,Mercy Hospital,1532 Main St,Dallas,MI,64246,400,,2.8,DNV,(270) 492-9313
HOSP00469,Metro Medical Center ,2726 Oak St,Dallas,GA,93644,806,Trauma Center,3.2,JCI,(610) 554-7361
HOSP00470,,9775 Oak St,Phoenix,NJ ,,609,Psychiatric,1.2,Joint Commission,(753) 356-3737
HOSP00471,Community Hospital,2476 Hill St,,WA,76533,1030,Psychiatric,2.4,None,(391) 230-3458
HOSP00472,St. Mary Medical Center,3058 Elm St,New York,NC,44494,1055,Trauma Center,3.9,CARF,(441) 661-5185
HOSP00473,,2256 Park Ave,Los Angeles,NJ,91678,949,Psychiatric,4.0,None,(624) 656-2160
HOSP00474,Valley View Hospital,9440 Main Ave,Chicago,GA,20236,409,Rehabilitation,4.1,DNV,(870) 126-5863
HOSP00475,City Health Clinic,5924 Main St,Los Angeles,TX,81113,611,Specialty,1.4,JCI,(779) 729-9609
HOSP00476,Lakeside Health,4250 Hill St,Dallas,FL,27604,53,Community,1.7,joint commission,(357) 807-4866
HOSP00477,General Hospital ,1212 Oak Ave,Phoenix,PA,42538,783,Teaching,2.8,,
HOSP00478,Metro Medical Center,6698 Hill Ave,Los Angeles ,WA,20697,929,Rehabilitation ,1.4,joint commission,(867) 464-1656
HOSP00479,General Hospital,4816 Oak Ave,Chicago,NC,17399,921,Rehabilitation,2.3,None,(809) 624-9495
HOSP00480,Metro Medical Center,2398 Park Ave,,TX,15872,392,Teaching,2.2,JCI,(430) 340-5539
