Accreditation,Address,Sum of Bed_Count,City,Hospital_ID,Hospital_Name,Hospital_Type,Phone,Sum of Rating,State,Zip_Code
DNV,732 Main St,445,Phoenix,HOSP00721,City Health Clinic,Community,(811) 686-6699,1.5,PA,80644
DNV,7505 Lake Ave,496,Los Angeles,HOSP00270,Unknown,Rehabilitation,(560) 721-4051,3.3,MA,95299
DNV,7648 Hill St,833,Phoenix,HOSP00239,Metro Medical Center,Rehabilitation,(423) 908-8412,4.2,NJ,82479
DNV,7694 Elm St,0,Phoenix,HOSP00095,Sunrise Medical,General,(603) 142-4252,3.9,MI,34903
DNV,7767 Hill Ave,395,Los Angeles,HOSP00003,REGIONAL MEDICAL CENTER,Rehabilitation,(943) 981-7649,3.9,PA ,78945
DNV,7768 Park St,1053,Houston,HOSP00816,Metro Medical Center,Community,(286) 648-4119,4.2,Unknown,62046
DNV,7777 Park Ave,849,Chicago,HOSP00279,Regional Medical Center ,Trauma Center,(786) 752-7282,4.6,MI,39846
DNV,7880 Lake St,625,Phoenix,HOSP00740,REGIONAL MEDICAL CENTER,Unknown,Unknown,3.6,FL,17388
DNV,7891 Elm Ave,611,Houston,HOSP00727,Metro Medical Center,Psychiatric,(741) 893-4894,1.5,WA ,29202
DNV,7935 Main St,1013,Houston,HOSP00729,Mercy Hospital,Community,(876) 460-7618,1.5,CA,0
DNV,8040 Elm Ave,787,Chicago,HOSP00298,St. Mary Medical Center,Trauma Center,(476) 505-8721,4.6,GA,91453
DNV,8082 Lake Ave,93,Houston,HOSP00681,Unknown,Psychiatric,(208) 110-2383,1.7,CA,15535
DNV,8084 Elm Ave,181,Houston,HOSP00146,Mercy Hospital,Teaching,(746) 749-4557,1.4,OH ,47463
DNV,8261 Park Ave,965,Houston,HOSP00804,Community Hospital,Rehabilitation,(806) 364-8362,4.1,VA,86561
DNV,8324 Elm St,1025,Chicago,HOSP00147,Sunrise Medical,Psychiatric ,(283) 998-4660,4.8,NJ,35176
DNV,8341 Park Ave,1019,Phoenix,HOSP00537,Unknown,General,(279) 567-5721,4.6,TX,44791
DNV,8437 Main St,204,Chicago,HOSP00423,Community Hospital,Trauma Center,(520) 623-2866,4.6,CA,48407
DNV,8513 Hill St,759,Dallas,HOSP00313,Sunrise Medical,Rehabilitation,(473) 169-8978,2.2,NY,83417
DNV,8554 Oak Ave,1140,Dallas,HOSP00777,City Health Clinic,Community,Unknown,3,GA,64102
DNV,8567 Park Ave,305,Houston,HOSP00327,Valley View Hospital,Rehabilitation,(485) 658-1056,2.2,NJ,83128
DNV,8729 Park Ave,678,Los Angeles,HOSP00498,Sunrise Medical,Teaching,(960) 344-8844,3.7,NY,80701
DNV,8771 Hill Ave,835,Phoenix,HOSP00809,Valley View Hospital,Trauma Center,(521) 274-5220,2.9,PA,0
DNV,8948 Hill Ave,62,Houston,HOSP00644,Unknown,Trauma Center,(508) 758-2956,1.7,PA,21412
DNV,8951 Main Ave,431,Phoenix,HOSP00169,Lakeside Health,Psychiatric,(847) 553-6941,1.8,WA,0
DNV,8994 Hill Ave,1007,Houston,HOSP00446,Unknown,Community,(984) 585-6153,4.3,GA,67539
DNV,9022 Main St,775,Houston,HOSP00430,Lakeside Health,Specialty,(534) 306-4550,4.1,NC,70167
DNV,9083 Park St,73,Los Angeles,HOSP00441,Unknown,Trauma Center,(692) 582-2382,1.5,CA,75685
DNV,9121 Lake St,709,Chicago,HOSP00847,Lakeside Health,Rehabilitation,(863) 693-8217,1.1,GA,11317
DNV,9242 Elm St,391,Houston,HOSP00463,Valley View Hospital,General,(958) 902-1233,3,IL,27349
DNV,9358 Oak St,1150,Dallas,HOSP00381,Mercy Hospital,Rehabilitation,(724) 769-1051,0,IL,53596
DNV,9440 Main Ave,409,Chicago,HOSP00474,Valley View Hospital,Rehabilitation,(870) 126-5863,4.1,GA,20236
DNV,9457 Oak St,500,Phoenix,HOSP00541,Community Hospital,Psychiatric,(693) 682-1551,3.7,Unknown,14289
DNV,9468 Lake Ave,1071,New York,HOSP00354,City Health Clinic,Specialty,(527) 708-2616,3.9,Unknown,45100
DNV,9478 Oak St,924,New York,HOSP00443,Sunrise Medical,Unknown,(912) 258-4578,3,FL,31439
DNV,9603 Elm St,543,Los Angeles,HOSP00514,REGIONAL MEDICAL CENTER,Trauma Center,(207) 852-8520,3.2,NJ,37535
DNV,9646 Main Ave,1172,Chicago,HOSP00288,Mercy Hospital,Rehabilitation,Unknown,4,Unknown,92023
DNV,9669 Main St,730,Phoenix,HOSP00433,Sunrise Medical,Teaching,(258) 390-4230,4,FL,97243
DNV,9731 Lake St,386,Los Angeles,HOSP00014,Valley View Hospital,Psychiatric,(547) 546-8760,3.8,VA ,99340
DNV,9770 Lake St,919,Houston,HOSP00431,City Health Clinic,General,(605) 613-6896,2,NY,19255
DNV,9788 Park Ave,1121,Los Angeles,HOSP00617,Unknown,Trauma Center,(672) 694-2786,0,WA,0
DNV,9807 Elm Ave,253,Chicago,HOSP00168,City Health Clinic,Specialty,Unknown,4.6,CA,92943
DNV,9921 Park Ave,364,New York,HOSP00101,Metro Medical Center,Community,(570) 257-3151,0,IL,27785
DNV,9956 Lake Ave,503,Dallas,HOSP00161,Metro Medical Center,Rehabilitation,(370) 643-6093,4.1,PA,82938
DNV,9998 Park Ave,773,Unknown,HOSP00894,General Hospital,Teaching,(848) 869-1180,3.1,CA,88332
DNV ,1835 Elm Ave,584,Houston,HOSP00289,Mercy Hospital,Teaching,(582) 148-5157,1,GA,79794
DNV ,2391 Oak St,792,New York,HOSP00594,Mercy Hospital,Specialty,(897) 887-7779,2.6,PA,96818
DNV ,2571 Elm Ave,1144,Los Angeles,HOSP00311,REGIONAL MEDICAL CENTER,Trauma Center,(807) 979-9665,4.1,MI,79134
DNV ,5414 Hill Ave,472,New York ,HOSP00782,Metro Medical Center,Specialty,(396) 652-7631,3.3,OH,38635
DNV ,59 Lake Ave,626,Phoenix,HOSP00057,Mercy Hospital,Community,(307) 431-5138,1.7,NC,27454
DNV ,6558 Main St,838,Phoenix,HOSP00159,Mercy Hospital,Community,(815) 560-9555,4.8,FL,68349
DNV ,7870 Elm Ave,233,Los Angeles,HOSP00421,St. Mary Medical Center,Teaching,(386) 853-8341,3.9,GA,78851
DNV ,8292 Park St,168,Dallas,HOSP00029,General Hospital,Rehabilitation,(898) 415-8311,1.5,VA,69022
JCI,1050 Oak Ave,193,Dallas,HOSP00857,City Health Clinic,Trauma Center,(564) 922-8206,2.4,PA,75455
JCI,1143 Oak St,265,Houston,HOSP00776,Metro Medical Center,Trauma Center,(572) 329-8198,4.9,NC,27915
JCI,1171 Oak Ave,383,Phoenix,HOSP00656,REGIONAL MEDICAL CENTER,Specialty,(619) 148-1565,2.7,AZ,62523
JCI,1256 Hill Ave,554,Dallas,HOSP00422,St. Mary Medical Center ,Teaching,(367) 970-1648,4.6,TX,38505
JCI,1333 Oak Ave,412,Chicago,HOSP00210,St. Mary Medical Center ,Community,(419) 578-5072,3.3,PA,59033
JCI,1395 Lake St,1045,New York,HOSP00135,Lakeside Health,Community,(902) 408-7827,2.8,MA,39327
JCI,1413 Park Ave,480,Los Angeles,HOSP00252,Community Hospital,Psychiatric,(282) 794-1115,2.8,VA,83263
JCI,1705 Hill Ave,887,Chicago,HOSP00552,Lakeside Health,Unknown,(909) 444-7893,1.6,MA,79744
JCI,1776 Lake Ave,411,Houston,HOSP00712,MERCY HOSPITAL ,Rehabilitation,(622) 234-4942,1.8,WA,80598
JCI,1821 Oak St,788,Dallas,HOSP00725,Mercy Hospital,Community,(451) 889-6698,3.7,GA,48740
JCI,1866 Elm St,729,Houston,HOSP00483,General Hospital,Trauma Center,(920) 782-8542,4.4,VA,53040
JCI,1901 Oak Ave,397,Phoenix,HOSP00032,REGIONAL MEDICAL CENTER,General,(623) 593-8058,2.4,FL,52502
JCI,1999 Main St,693,Chicago,HOSP00024,Regional Medical Center ,Psychiatric,(549) 763-1646,1,NC,33464
JCI,2127 Hill St,528,Unknown,HOSP00876,General Hospital,Unknown,(236) 507-4316,1.5,NC,41969
JCI,225 Oak Ave,957,Los Angeles,HOSP00704,City Health Clinic,Trauma Center,(876) 548-9985,4.9,FL,10881
JCI,229 Lake St,678,Phoenix,HOSP00073,REGIONAL MEDICAL CENTER,Rehabilitation,(505) 482-2447,4.9,TX,85875
JCI,23 Park St,912,Chicago,HOSP00206,St. Mary Medical Center,Specialty ,(574) 219-5499,3.1,IL,36902
JCI,2398 Park Ave,392,Unknown,HOSP00480,Metro Medical Center,Teaching,(430) 340-5539,2.2,TX,15872
JCI,2411 Park Ave,922,Houston,HOSP00066,General Hospital,Trauma Center,(338) 948-8818,2.6,NY,36446
JCI,2456 Park Ave,0,Houston,HOSP00728,Community Hospital,Community,(398) 568-1357,2.2,VA,31028
JCI,251 Main Ave,1112,Los Angeles,HOSP00420,St. Mary Medical Center,Rehabilitation,(454) 194-7896,4,Unknown,85605
JCI,2521 Lake Ave,757,Dallas,HOSP00573,Valley View Hospital,Community,(707) 143-8890,4.4,IL,35983
JCI,2726 Oak St,806,Dallas,HOSP00469,Metro Medical Center ,Trauma Center,(610) 554-7361,3.2,GA,93644
JCI,2730 Park St,1108,Los Angeles,HOSP00697,Community Hospital,Rehabilitation,(996) 692-8919,2.2,TX,63520
JCI,2739 Lake Ave,286,Dallas ,HOSP00884,Mercy Hospital,Trauma Center,(946) 440-5849,3.1,OH,70662
JCI,2752 Elm Ave,208,Dallas,HOSP00240,Community Hospital,Rehabilitation,(508) 638-6638,0,AZ,13617
JCI,2807 Park Ave,946,Unknown,HOSP00510,St. Mary Medical Center,Teaching,(414) 943-5149,1.1,NY,43526
JCI,2866 Park Ave,458,Phoenix,HOSP00305,Lakeside Health,Specialty ,(716) 591-3378,1.4,OH,54523
JCI,2882 Hill St,278,Houston,HOSP00142,General Hospital,Community,(214) 119-3765,1.9,OH,21915
JCI,2903 Park Ave,259,Dallas,HOSP00664,Metro Medical Center,Trauma Center,(302) 853-1821,4.9,TX,37669
JCI,2924 Oak St,57,Dallas,HOSP00345,Sunrise Medical,Teaching,(824) 441-2551,1.2,NJ,89575
JCI,2976 Park Ave,531,Dallas,HOSP00110,Unknown,Specialty,(978) 478-9967,0,NY,32077
JCI,2987 Elm Ave,223,Los Angeles,HOSP00312,General Hospital,Psychiatric,(562) 189-8889,0,WA,92187
JCI,3125 Main Ave,827,Phoenix,HOSP00061,Valley View Hospital,Unknown,(768) 872-4752,3.6,AZ,94350
JCI,3169 Lake St,358,Los Angeles,HOSP00550,Community Hospital,Teaching,(481) 997-3257,1.9,GA,29105
JCI,3323 Park Ave,793,Chicago,HOSP00448,Sunrise Medical,Teaching,Unknown,2.4,PA,12246
JCI,340 Main Ave,205,Houston,HOSP00703,General Hospital,Psychiatric,(998) 725-8483,3.2,PA,89119
JCI,3492 Lake Ave,152,Phoenix,HOSP00639,Lakeside Health,Psychiatric,(896) 432-2514,3.1,PA,25111
JCI,3523 Lake St,1028,Houston,HOSP00661,MERCY HOSPITAL ,General,(880) 407-7347,3,VA,98378
JCI,3598 Hill Ave,914,New York,HOSP00694,St. Mary Medical Center,Rehabilitation,(630) 505-3125,2.4,CA ,13669
JCI,3720 Main St,669,New York,HOSP00005,Lakeside Health,Teaching,(920) 783-9019,1.6,TX,65783
JCI,3867 Main Ave,644,Phoenix ,HOSP00649,Metro Medical Center,Teaching,(218) 945-2080,4.3,GA,68242
JCI,3954 Lake St,83,Dallas,HOSP00185,Community Hospital,Specialty,(927) 998-8692,4,OH,47272
JCI,4125 Park Ave,1009,Houston,HOSP00040,Community Hospital,Specialty,(887) 931-6325,2.1,Unknown,0
JCI,4188 Lake St,286,Dallas,HOSP00646,St. Mary Medical Center,Community,(642) 109-6772,4.3,NY,21841
JCI,421 Lake St,690,Phoenix ,HOSP00968,General Hospital,Teaching,(608) 365-3081,3.9,PA,33717
JCI,4245 Park St,1165,Houston,HOSP00763,Lakeside Health,Psychiatric,(789) 637-6965,1.2,NC,42151
JCI,4257 Park St,419,New York,HOSP00238,City Health Clinic,Psychiatric,(620) 402-4564,5,PA,63319
JCI,4276 Oak St,654,Houston,HOSP00538,Sunrise Medical,Rehabilitation ,(872) 127-5611,2.3,WA,50278
JCI,4277 Lake St,877,New York,HOSP00505,Lakeside Health,Rehabilitation,(944) 512-7151,2.4,NC,68524
JCI,4284 Oak Ave,697,Los Angeles,HOSP00317,Valley View Hospital ,Community,(532) 987-9967,2,VA,35615
JCI,4415 Lake Ave,1061,Phoenix,HOSP00796,Sunrise Medical,Unknown,(693) 991-7263,1.2,VA,32295
JCI,4448 Park St,1009,Phoenix,HOSP00181,Mercy Hospital,Unknown,(587) 401-9613,4.1,IL,98311
JCI,4472 Oak Ave,248,Los Angeles,HOSP00984,Sunrise Medical,Teaching ,(693) 142-2551,4.6,MA,79656
JCI,4510 Oak St,521,Houston,HOSP00843,Mercy Hospital,Psychiatric,(535) 592-8873,1.3,VA,23365
JCI,4529 Lake Ave,194,Dallas,HOSP00165,Lakeside Health,Unknown,(545) 844-9142,4.9,NC,53963
JCI,4596 Main St,146,Los Angeles,HOSP00601,Unknown,Community,(750) 580-6940,2,AZ,0
JCI,4650 Main St,738,Phoenix,HOSP00231,Metro Medical Center,Teaching,(268) 575-8179,2.2,WA,52682
JCI,4697 Elm St,831,Dallas,HOSP00675,General Hospital,Community,(775) 850-2409,4.4,WA,21741
JCI,4734 Oak Ave,1062,Dallas,HOSP00842,Valley View Hospital,Rehabilitation,(850) 642-3449,1.6,NC,28510
JCI,50 Park St,219,New York,HOSP00771,Valley View Hospital,Teaching,Unknown,2.6,TX,38379
JCI,514 Main St,1121,New York,HOSP00143,Metro Medical Center,Rehabilitation,(510) 266-1660,4.2,TX,63996
JCI,5210 Oak Ave,807,New York,HOSP00839,Mercy Hospital,Community,(808) 452-5909,0,NC,20100
JCI,5227 Hill Ave,1060,Phoenix,HOSP00945,City Health Clinic,Rehabilitation,(665) 468-3575,1.1,AZ,56532
JCI,5281 Oak St,1057,Chicago,HOSP00072,Valley View Hospital,Rehabilitation,(275) 442-9745,4.3,MI,96119
JCI,5332 Elm St,127,Phoenix,HOSP00403,Community Hospital,General,(796) 325-4448,2.2,WA,67163
JCI,5437 Elm Ave,120,Phoenix,HOSP00123,Metro Medical Center,Specialty,(887) 210-3370,1.3,IL,37636
JCI,552 Lake Ave,755,New York,HOSP00916,Mercy Hospital,Psychiatric,(863) 110-8086,4.7,PA,23565
JCI,5673 Lake Ave,766,Houston,HOSP00508,City Health Clinic,Psychiatric,(266) 116-5387,0,WA,71183
JCI,5704 Elm Ave,1181,Los Angeles,HOSP00603,Metro Medical Center,Teaching,(571) 637-8858,3.7,IL,0
JCI,5860 Park St,224,Los Angeles,HOSP00996,REGIONAL MEDICAL CENTER,Psychiatric,(322) 544-9470,3.2,PA,87632
JCI,5867 Main Ave,897,Los Angeles,HOSP00805,Metro Medical Center,Trauma Center,(693) 719-7489,1.4,Unknown,81462
JCI,5924 Main St,611,Los Angeles,HOSP00475,City Health Clinic,Specialty,(779) 729-9609,1.4,TX,81113
JCI,6084 Park St,766,Unknown,HOSP00324,Unknown,Teaching,(574) 411-3574,1.1,NJ,44287
JCI,6114 Main St,1013,Chicago,HOSP00503,Community Hospital,Unknown,(739) 191-8492,4.9,VA,97191
JCI,6311 Main St,658,Houston,HOSP00581,Metro Medical Center,General,(481) 529-4581,3,WA,92597
JCI,6319 Park St,91,Chicago,HOSP00597,Mercy Hospital,Specialty,(900) 243-2417,0,MI,72687
JCI,6461 Lake St,467,Dallas,HOSP00871,Valley View Hospital,Trauma Center,(877) 897-1538,4.4,TX,10135
JCI,6597 Elm Ave,1096,New York,HOSP00922,Mercy Hospital,Psychiatric,(863) 383-4148,4.2,PA,87889
JCI,6653 Park Ave,1038,Phoenix,HOSP00045,Lakeside Health,Trauma Center,(925) 621-5815,2.3,PA,56020
JCI,6831 Hill St,142,Houston,HOSP00576,General Hospital,Psychiatric,(405) 442-6989,2.1,IL,92625
JCI,6892 Elm Ave,1151,New York,HOSP00435,REGIONAL MEDICAL CENTER,Specialty ,(896) 201-4074,2.3,CA,38913
JCI,7098 Elm St,819,Unknown,HOSP00642,REGIONAL MEDICAL CENTER,Rehabilitation,(712) 105-5296,1.4,WA,90125
JCI,7302 Hill Ave,855,Phoenix,HOSP00374,Community Hospital,Community,(584) 783-8166,4.9,AZ,0
JCI,7357 Park Ave,203,New York,HOSP00997,Valley View Hospital,Rehabilitation,(285) 163-2113,0,VA,22314
JCI,7443 Oak St,1014,Phoenix,HOSP00682,Metro Medical Center,Community,(685) 339-4045,2.2,AZ,55941
JCI,7705 Elm Ave,312,Los Angeles,HOSP00657,St. Mary Medical Center,Teaching,(755) 205-6874,2.2,FL ,70747
JCI,7787 Oak St,0,Los Angeles,HOSP00315,Sunrise Medical,Psychiatric,(464) 350-6724,3.9,MA,36806
JCI,7830 Oak St,399,Unknown,HOSP00163,Valley View Hospital,Trauma Center,(290) 822-9250,2.8,MI,44386
JCI,7834 Park St,911,New York,HOSP00824,Mercy Hospital,Specialty,(585) 835-3647,1.1,NC,35483
JCI,7929 Hill St,1043,Houston,HOSP00264,Metro Medical Center,Unknown,(716) 211-2174,4.1,TX,34290
JCI,7970 Park St,512,Chicago,HOSP00571,Community Hospital,Community,(848) 775-1657,2.2,VA,87631
JCI,8028 Park St,608,Los Angeles,HOSP00896,General Hospital,Trauma Center,(878) 934-9366,2.1,FL,53052
JCI,8034 Main St,243,Los Angeles,HOSP00454,General Hospital,Unknown,(668) 457-2914,4.1,GA,42381
JCI,8036 Elm Ave,703,Chicago,HOSP00754,Sunrise Medical,Trauma Center,(660) 463-1198,0,GA,91876
JCI,8266 Oak St,692,Houston,HOSP00711,Valley View Hospital,Trauma Center,(495) 456-6623,4.3,OH,26769
JCI,8404 Park St,725,Phoenix,HOSP00584,Community Hospital ,Rehabilitation,(463) 607-5482,1.6,NC,24155
JCI,8553 Hill Ave,592,New York,HOSP00218,St. Mary Medical Center,Teaching,(894) 361-2201,4.1,GA,85662
JCI,9000 Elm St,635,New York,HOSP00151,REGIONAL MEDICAL CENTER,Rehabilitation,(540) 303-8727,2.2,Unknown,72299
JCI,9057 Hill Ave,520,Los Angeles,HOSP00226,Community Hospital,Specialty,(927) 372-8123,1.3,NJ,27151
JCI,9107 Park Ave,358,Houston,HOSP00883,City Health Clinic,Teaching,(850) 699-8858,4.3,CA,72925
JCI,9177 Lake Ave,610,Los Angeles,HOSP00453,Metro Medical Center ,Trauma Center,(906) 757-9601,1.6,TX,16460
JCI,9181 Elm St,111,Dallas ,HOSP00119,St. Mary Medical Center,Teaching ,(427) 888-9149,1.8,WA,46344
JCI,9201 Lake Ave,791,Phoenix,HOSP00486,Valley View Hospital,Teaching,(512) 759-1614,0,IL,37614
JCI,9265 Hill St,381,Houston,HOSP00091,Mercy Hospital,Specialty,(218) 237-4968,4.7,NY,90639
JCI,936 Hill St,352,Dallas,HOSP00760,Sunrise Medical,Rehabilitation,(675) 791-2258,2.4,NC,73155
JCI,9386 Hill Ave,326,Unknown,HOSP00340,Community Hospital,Rehabilitation,(644) 254-3297,2.1,GA,54653
JCI,9399 Hill Ave,188,Unknown,HOSP00517,St. Mary Medical Center,General,(884) 244-6521,1.6,FL,0
JCI,9508 Elm St,366,Dallas,HOSP00064,General Hospital ,Unknown,(513) 415-2160,1.9,TX,61459
JCI,966 Elm Ave,331,Houston,HOSP00225,REGIONAL MEDICAL CENTER,Trauma Center,(888) 271-5487,3.4,MA,22986
JCI,9733 Lake Ave,1140,Dallas,HOSP00925,Community Hospital,Community,(386) 890-1841,1.2,VA,37918
JCI,9795 Main Ave,812,New York,HOSP00835,General Hospital,Specialty,(570) 860-1624,1.5,CA,38228
JCI,9809 Oak Ave,1165,Chicago,HOSP00528,City Health Clinic,Unknown,(333) 106-2383,1.5,MA,54543
JCI,9833 Oak St,545,New York ,HOSP00566,Sunrise Medical,Rehabilitation,(531) 338-4914,2.3,FL,81227
JCI,9899 Lake St,937,New York,HOSP00928,REGIONAL MEDICAL CENTER,Trauma Center,(747) 737-7610,4.5,FL,67044
JCI,9914 Hill Ave,597,Houston ,HOSP00130,General Hospital,Teaching,(841) 407-5623,2.6,TX,39653
JCI,9921 Hill Ave,306,Los Angeles,HOSP00949,St. Mary Medical Center,Specialty ,(537) 596-4877,1.4,IL,92404
JCI,9938 Elm Ave,333,Chicago,HOSP00043,Sunrise Medical,Teaching,(586) 350-7324,1.6,CA,91794
JCI ,1303 Oak Ave,93,Los Angeles,HOSP00242,Mercy Hospital,Trauma Center,(555) 101-1226,3.5,NC,56886
JCI ,9264 Lake Ave,382,Phoenix,HOSP00018,Metro Medical Center,Rehabilitation,(230) 448-9700,3,GA,57714
joint commission,1081 Oak Ave,1023,Chicago,HOSP00832,Lakeside Health,Community,(288) 302-6831,2.7,NJ,24875
joint commission,1104 Oak Ave,849,Houston,HOSP00593,REGIONAL MEDICAL CENTER,Community,(647) 599-6426,2.1,AZ,89649
joint commission,1127 Park St,559,Los Angeles,HOSP00737,Sunrise Medical ,Teaching,(301) 874-7280,2.2,PA,27315
joint commission,1201 Elm St,0,Phoenix,HOSP00390,General Hospital,General,(422) 134-9757,2.2,MI,22277
joint commission,1257 Hill Ave,1191,New York,HOSP00879,Valley View Hospital,General,(664) 415-5295,2.3,NC,41560
joint commission,1291 Hill Ave,552,Houston,HOSP00377,Mercy Hospital,Specialty,(333) 673-9232,1.3,PA,23717
joint commission,1384 Lake Ave,244,Chicago,HOSP00864,Metro Medical Center,General,(738) 934-7001,2.1,CA ,85482
joint commission,140 Lake St,1101,Chicago,HOSP00854,St. Mary Medical Center,Unknown,(543) 558-2803,4.7,OH,97616
joint commission,1402 Hill St,903,Unknown,HOSP00197,Metro Medical Center,Trauma Center,(215) 190-1566,2.9,TX,22200
joint commission,1463 Main St,167,Chicago,HOSP00653,Mercy Hospital,General,(868) 829-2638,3.6,CA,0
joint commission,1464 Oak Ave,607,Phoenix,HOSP00750,City Health Clinic,Specialty,(638) 465-1542,2.7,OH,88348
joint commission,1494 Lake Ave,557,Houston,HOSP00174,Lakeside Health,Unknown,(860) 171-1941,5,GA,73848
joint commission,1498 Oak Ave,886,Houston,HOSP00851,General Hospital,Specialty,(450) 164-9090,4.2,MA,29622
joint commission,1499 Oak Ave,272,Chicago,HOSP00562,Metro Medical Center,Trauma Center,(530) 229-4992,5,PA,27973
joint commission,1582 Hill Ave,754,Los Angeles,HOSP00127,Unknown,Community,Unknown,4,NY,18643
joint commission,1583 Main Ave,320,Unknown,HOSP00878,Valley View Hospital,Rehabilitation,(259) 645-9624,0,GA,70749
joint commission,1644 Main St,438,New York,HOSP00365,General Hospital,Teaching,(732) 700-1366,1.3,OH ,49010
joint commission,1695 Park Ave,615,Unknown,HOSP00795,Community Hospital,Rehabilitation,(234) 207-4549,1.5,GA,21431
joint commission,1790 Main Ave,780,Los Angeles,HOSP00713,City Health Clinic,Community,(417) 228-6009,3.7,TX,69635
joint commission,1845 Hill St,811,Dallas,HOSP00176,Sunrise Medical,Specialty,(758) 394-3689,2.7,IL,11211
joint commission,1870 Park Ave,656,Phoenix,HOSP00586,Lakeside Health,Psychiatric,(286) 194-6672,3.2,GA,15761
joint commission,1905 Main St,1079,Houston,HOSP00636,City Health Clinic,Rehabilitation,(855) 806-6793,3.1,FL,54844
joint commission,1972 Park St,266,Unknown,HOSP00667,Community Hospital,General,(918) 301-6093,3.9,WA,31970
joint commission,2039 Park Ave,286,Houston,HOSP00964,REGIONAL MEDICAL CENTER,Teaching,(986) 475-5535,4.6,TX,83060
joint commission,2057 Main Ave,609,New York,HOSP00623,Lakeside Health,Specialty,(785) 292-3016,3,IL,64772
joint commission,2124 Lake Ave,1110,Dallas,HOSP00457,REGIONAL MEDICAL CENTER,Teaching,(725) 440-6635,4.6,NJ,47110
joint commission,2155 Hill St,629,Chicago,HOSP00134,REGIONAL MEDICAL CENTER,Rehabilitation,(210) 716-1817,2.9,NJ,87589
joint commission,2159 Oak Ave,1000,New York,HOSP00722,REGIONAL MEDICAL CENTER,Trauma Center,(427) 396-1741,2.7,IL,87825
joint commission,2202 Oak St,125,Chicago,HOSP00687,St. Mary Medical Center,Psychiatric,(525) 229-1040,1.8,Unknown,17269
joint commission,2308 Main Ave,584,Dallas,HOSP00520,Metro Medical Center,Specialty,(765) 705-5184,1.5,IL,45746
joint commission,2320 Elm Ave,382,Chicago,HOSP00227,Metro Medical Center,Specialty,(881) 410-3600,1.1,IL,29702
joint commission,237 Main St,974,Houston,HOSP00068,General Hospital,Psychiatric,(873) 140-5307,4,MI,12899
joint commission,238 Park St,271,Unknown,HOSP00743,REGIONAL MEDICAL CENTER,Specialty,Unknown,4.2,Unknown,22596
joint commission,2380 Park Ave,236,Dallas,HOSP00236,REGIONAL MEDICAL CENTER,Rehabilitation,(631) 662-2350,2.8,CA,42339
joint commission,2392 Elm Ave,779,Houston,HOSP00929,REGIONAL MEDICAL CENTER,Unknown,(610) 731-1252,3.9,MA,65737
joint commission,2437 Main St,796,Phoenix,HOSP00545,City Health Clinic,Psychiatric,(376) 319-4731,0,GA,34323
joint commission,2507 Lake St,302,New York,HOSP00301,City Health Clinic,Teaching,(901) 201-7564,3.6,CA,22462
joint commission,2567 Lake St,406,Houston,HOSP00819,Valley View Hospital,Teaching,(417) 689-8676,4.6,WA,64642
joint commission,2607 Elm St,1161,Dallas,HOSP00405,St. Mary Medical Center,Rehabilitation,(332) 393-3874,3.7,TX,0
joint commission,2619 Oak Ave,0,Los Angeles,HOSP00193,REGIONAL MEDICAL CENTER,Trauma Center,(431) 669-2866,3.5,GA,80188
joint commission,2626 Main Ave,1115,Phoenix,HOSP00194,City Health Clinic,Psychiatric,(837) 236-3796,3.8,Unknown,39661
joint commission,2636 Park Ave,1005,Los Angeles,HOSP00204,City Health Clinic,Rehabilitation,Unknown,4.7,OH,22231
joint commission,2674 Lake St,500,Phoenix,HOSP00818,Unknown,Specialty,(990) 861-2058,2.9,PA,82538
joint commission,2690 Main Ave,130,Chicago,HOSP00118,Valley View Hospital,Unknown,(471) 556-2588,4,Unknown,29848
joint commission,2718 Elm Ave,942,Houston,HOSP00083,Community Hospital,Trauma Center,(854) 273-4435,4.2,TX,28918
joint commission,2745 Oak Ave,0,Chicago,HOSP00449,Unknown,Rehabilitation,(742) 944-3466,3.7,AZ,29455
joint commission,2754 Park St,635,Houston,HOSP00004,City Health Clinic,Teaching,(869) 862-4167,2.4,NC,50735
joint commission,2774 Park Ave,1057,Dallas,HOSP00866,Lakeside Health,Community,(560) 124-1757,2.3,IL,65153
joint commission,2798 Hill St,858,Los Angeles,HOSP00412,Community Hospital,Rehabilitation,(415) 396-7834,3.8,TX,74184
joint commission,280 Elm Ave,858,Los Angeles,HOSP00991,Community Hospital,Teaching,(758) 436-8068,3.8,MI,70569
joint commission,2803 Hill St,836,Houston,HOSP00580,Community Hospital,Trauma Center,(734) 954-3592,3.1,AZ,23887
joint commission,2905 Park Ave,963,Houston ,HOSP00426,REGIONAL MEDICAL CENTER,Rehabilitation,(943) 845-3888,4.6,AZ,56917
joint commission,293 Park Ave,689,Phoenix,HOSP00190,City Health Clinic,Community,Unknown,3.2,Unknown,93965
joint commission,2951 Lake St,58,Phoenix,HOSP00030,Mercy Hospital,General,(814) 882-2477,1.2,Unknown,71024
joint commission,3025 Oak St,148,Dallas,HOSP00300,Mercy Hospital,Unknown,(653) 833-9036,2.4,CA,23193
joint commission,3079 Oak Ave,175,Chicago,HOSP00401,St. Mary Medical Center,Trauma Center,(358) 380-4859,1.3,AZ,62789
joint commission,3122 Main St,261,New York,HOSP00409,REGIONAL MEDICAL CENTER,General,(220) 206-9996,4.6,FL,47959
